candidate_id,kind,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_lambda,reg_alpha,seed,complexity_score,complexity_order,complexity_label,train_top1_hit_rate,validation_top1_hit_rate,top1_hit_rate_gap,train_mean_regret,validation_mean_regret,mean_regret_gap
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=0.8_l2=1.0_l1=0.0,xgboost,50,2,0.05,0.8,0.8,1.0,0.0,215,100.0,97,50 trees d=2,0.711268,0.479675,0.231593,0.104577,0.253659,0.149082
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=0.8_l2=1.0_l1=0.1,xgboost,50,2,0.05,0.8,0.8,1.0,0.1,215,100.0,98,50 trees d=2,0.72007,0.455285,0.264785,0.101056,0.268293,0.167237
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=0.8_l2=5.0_l1=0.0,xgboost,50,2,0.05,0.8,0.8,5.0,0.0,215,100.0,99,50 trees d=2,0.695423,0.479675,0.215748,0.110563,0.242276,0.131713
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=0.8_l2=5.0_l1=0.1,xgboost,50,2,0.05,0.8,0.8,5.0,0.1,215,100.0,100,50 trees d=2,0.697183,0.479675,0.217508,0.108451,0.250407,0.141956
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=0.8_l2=10.0_l1=0.0,xgboost,50,2,0.05,0.8,0.8,10.0,0.0,215,100.0,101,50 trees d=2,0.684859,0.479675,0.205184,0.115845,0.239024,0.123179
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=0.8_l2=10.0_l1=0.1,xgboost,50,2,0.05,0.8,0.8,10.0,0.1,215,100.0,102,50 trees d=2,0.68662,0.487805,0.198815,0.116549,0.24878,0.132231
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=1.0_l2=1.0_l1=0.0,xgboost,50,2,0.05,0.8,1.0,1.0,0.0,215,100.0,103,50 trees d=2,0.704225,0.463415,0.24081,0.105282,0.253659,0.148377
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=1.0_l2=1.0_l1=0.1,xgboost,50,2,0.05,0.8,1.0,1.0,0.1,215,100.0,104,50 trees d=2,0.714789,0.479675,0.235114,0.100352,0.250407,0.150055
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=1.0_l2=5.0_l1=0.0,xgboost,50,2,0.05,0.8,1.0,5.0,0.0,215,100.0,105,50 trees d=2,0.707746,0.455285,0.252461,0.102113,0.258537,0.156424
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=1.0_l2=5.0_l1=0.1,xgboost,50,2,0.05,0.8,1.0,5.0,0.1,215,100.0,106,50 trees d=2,0.709507,0.471545,0.237962,0.105634,0.253659,0.148025
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=1.0_l2=10.0_l1=0.0,xgboost,50,2,0.05,0.8,1.0,10.0,0.0,215,100.0,107,50 trees d=2,0.698944,0.447154,0.25179,0.107394,0.263415,0.156021
xgb_n=50_depth=2_lr=0.05_sub=0.8_col=1.0_l2=10.0_l1=0.1,xgboost,50,2,0.05,0.8,1.0,10.0,0.1,215,100.0,108,50 trees d=2,0.681338,0.471545,0.209793,0.116549,0.250407,0.133858
